"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0060928",1,0.421695524683822,0,3,"atrioventricular node cell development","BP"
"GO:0060940",1,0.556193395083158,0,2,"epithelial to mesenchymal transition involved in cardiac fibroblast development","BP"
"GO:0060964",1,0.387102660599362,0,3,"regulation of miRNA-mediated gene silencing","BP"
"GO:0060965",1,0.436336274902656,0,3,"negative regulation of miRNA-mediated gene silencing","BP"
"GO:0060977",1,0.403768736464968,0,3,"coronary vasculature morphogenesis","BP"
"GO:0060978",1,0.282751886155412,0,4,"angiogenesis involved in coronary vascular morphogenesis","BP"
"GO:0060979",1,0.401955984283262,0,3,"vasculogenesis involved in coronary vascular morphogenesis","BP"
"GO:0061010",1,0.575741257276559,0,2,"gallbladder development","BP"
"GO:0061015",1,0.568402439716558,0,2,"snRNA import into nucleus","BP"
"GO:0061017",1,0.548259759221537,0,2,"hepatoblast differentiation","BP"
"GO:0061032",1,0.562533629482582,0,2,"visceral serous pericardium development","BP"
"GO:0061041",1,0.254219858255733,0,5,"regulation of wound healing","BP"
"GO:0061073",1,0.412309210623633,0,3,"ciliary body morphogenesis","BP"
"GO:0061097",1,0.554804905326501,0,2,"regulation of protein tyrosine kinase activity","BP"
"GO:0061101",1,0.238906935507233,0,5,"neuroendocrine cell differentiation","BP"
"GO:0061104",1,0.616219012025314,0,2,"adrenal chromaffin cell differentiation","BP"
"GO:0061146",1,0.429703532903485,0,3,"Peyer's patch morphogenesis","BP"
"GO:0061159",1,0.526313437596371,0,2,"establishment of bipolar cell polarity involved in cell morphogenesis","BP"
"GO:0061162",1,0.5270852444832,0,2,"establishment of monopolar cell polarity","BP"
"GO:0061179",1,0.093855656540653,0,9,"negative regulation of insulin secretion involved in cellular response to glucose stimulus","BP"
"GO:0061184",1,0.451941953545853,0,3,"positive regulation of dermatome development","BP"
"GO:0061188",1,0.542677221225058,0,2,"negative regulation of rDNA heterochromatin formation","BP"
"GO:0061197",1,0.588449795426345,0,2,"fungiform papilla morphogenesis","BP"
"GO:0061198",1,0.401799547056728,0,3,"fungiform papilla formation","BP"
"GO:0061344",1,0.536051194737412,0,2,"regulation of cell adhesion involved in heart morphogenesis","BP"
"GO:0061355",1,0.549099258719982,0,2,"Wnt protein secretion","BP"
"GO:0061357",1,0.29931501705657,0,4,"positive regulation of Wnt protein secretion","BP"
"GO:0061364",1,0.38794745644885,0,3,"apoptotic process involved in luteolysis","BP"
"GO:0061367",1,0.556651337463378,0,2,"behavioral response to acetic acid induced pain","BP"
"GO:0061368",1,0.412230020970727,0,3,"behavioral response to formalin induced pain","BP"
"GO:0061441",1,0.526870564959173,0,2,"renal artery morphogenesis","BP"
"GO:0061534",1,0.513523657638992,0,2,"gamma-aminobutyric acid secretion, neurotransmission","BP"
"GO:0061535",1,0.420010662232202,0,3,"glutamate secretion, neurotransmission","BP"
"GO:0061548",1,0.562740317367358,0,2,"ganglion development","BP"
"GO:0061591",1,0.403552880322416,0,3,"calcium activated galactosylceramide scrambling","BP"
"GO:0061624",1,0.438329769832737,0,3,"fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate","BP"
"GO:0061646",1,0.548639888555565,0,2,"positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization","BP"
"GO:0061692",1,0.620492389277784,0,2,"cellular detoxification of hydrogen peroxide","BP"
"GO:0061698",1,0.595314657071842,0,2,"protein deglutarylation","BP"
"GO:0061724",1,0.411646431759905,0,3,"lipophagy","BP"
"GO:0061728",1,0.416152517571311,0,3,"GDP-mannose biosynthetic process from mannose","BP"
"GO:0061729",1,0.552633290304692,0,2,"GDP-D-mannose biosynthetic process from fructose-6-phosphate","BP"
"GO:0061734",1,0.209167136352323,0,5,"type 2 mitophagy","BP"
"GO:0061738",1,0.596575901491941,0,2,"late endosomal microautophagy","BP"
"GO:0061739",1,0.253180725356067,0,5,"protein lipidation involved in autophagosome assembly","BP"
"GO:0061762",1,0.198205530344439,0,6,"CAMKK-AMPK signaling cascade","BP"
"GO:0061764",1,0.596575901491941,0,2,"late endosome to lysosome transport via multivesicular body sorting pathway","BP"
"GO:0061817",1,0.165007679265612,0,6,"endoplasmic reticulum-plasma membrane tethering","BP"
"GO:0061833",1,0.551883341350617,0,2,"protein localization to tricellular tight junction","BP"
"GO:0061885",1,0.585521524899213,0,2,"positive regulation of mini excitatory postsynaptic potential","BP"
"GO:0061939",1,0.61904196177354,0,2,"c-di-GMP signaling","BP"
"GO:0061944",1,0.570437075566281,0,2,"negative regulation of protein K48-linked ubiquitination","BP"
"GO:0061951",1,0.208378668629636,0,5,"establishment of protein localization to plasma membrane","BP"
"GO:0062028",1,0.541947458867925,0,2,"regulation of stress granule assembly","BP"
"GO:0062030",1,0.552471048022327,0,2,"negative regulation of stress granule assembly","BP"
"GO:0062033",1,0.41403034645551,0,3,"positive regulation of mitotic sister chromatid segregation","BP"
"GO:0062043",1,0.313152078986254,0,4,"positive regulation of cardiac epithelial to mesenchymal transition","BP"
"GO:0062100",1,0.409384097916751,0,3,"positive regulation of programmed necrotic cell death","BP"
"GO:0062111",1,0.242199837173868,0,5,"zinc ion import into organelle","BP"
"GO:0062177",1,0.453268533029712,0,3,"radial spoke assembly","BP"
"GO:0062197",1,0.303186543860703,0,5,"cellular response to chemical stress","BP"
"GO:0065001",1,0.523168934321926,0,2,"specification of axis polarity","BP"
"GO:0070072",1,0.332438387318325,0,4,"vacuolar proton-transporting V-type ATPase complex assembly","BP"
"GO:0070075",1,0.618446090965228,0,2,"tear secretion","BP"
"GO:0070094",1,0.563206687477665,0,2,"positive regulation of glucagon secretion","BP"
"GO:0070100",1,0.143751900977947,0,7,"negative regulation of chemokine-mediated signaling pathway","BP"
"GO:0070120",1,0.232045567419048,0,5,"ciliary neurotrophic factor-mediated signaling pathway","BP"
"GO:0070125",1,0.361538261759009,0,4,"mitochondrial translational elongation","BP"
"GO:0070126",1,0.335704480186279,0,4,"mitochondrial translational termination","BP"
"GO:0070165",1,0.434842168048877,0,3,"positive regulation of adiponectin secretion","BP"
"GO:0070171",1,0.546815326529639,0,2,"negative regulation of tooth mineralization","BP"
"GO:0070172",1,0.469448576826109,0,3,"positive regulation of tooth mineralization","BP"
"GO:0070192",1,0.21894298986667,0,5,"chromosome organization involved in meiotic cell cycle","BP"
"GO:0070194",1,0.623214334450529,0,2,"synaptonemal complex disassembly","BP"
"GO:0070201",1,0.120247101787611,0,7,"regulation of establishment of protein localization","BP"
"GO:0070203",1,0.547918549752957,0,2,"regulation of establishment of protein localization to telomere","BP"
"GO:0070206",1,0.544586668845766,0,2,"protein trimerization","BP"
"GO:0070221",1,0.461505064469135,0,3,"sulfide oxidation, using sulfide:quinone oxidoreductase","BP"
"GO:0070232",1,0.332815198931533,0,4,"regulation of T cell apoptotic process","BP"
"GO:0070236",1,0.441176605809011,0,3,"negative regulation of activation-induced cell death of T cells","BP"
"GO:0070256",1,0.602960184143084,0,2,"negative regulation of mucus secretion","BP"
"GO:0070262",1,0.149187848093452,0,7,"peptidyl-serine dephosphorylation","BP"
"GO:0070291",1,0.244768913972425,0,5,"N-acylethanolamine metabolic process","BP"
"GO:0070292",1,0.121481518044084,0,8,"N-acylphosphatidylethanolamine metabolic process","BP"
"GO:0070296",1,0.310755476460612,0,4,"sarcoplasmic reticulum calcium ion transport","BP"
"GO:0070305",1,0.616013293374687,0,2,"response to cGMP","BP"
"GO:0070307",1,0.120164155990369,0,8,"lens fiber cell development","BP"
"GO:0070309",1,0.216792924732908,0,5,"lens fiber cell morphogenesis","BP"
"GO:0070342",1,0.58964749072429,0,2,"brown fat cell proliferation","BP"
"GO:0070352",1,0.665447139302462,0,2,"positive regulation of white fat cell proliferation","BP"
"GO:0070375",1,0.535777235104322,0,2,"ERK5 cascade","BP"
"GO:0070433",1,0.376767352039019,0,3,"negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","BP"
"GO:0070445",1,0.437675767724249,0,3,"regulation of oligodendrocyte progenitor proliferation","BP"
"GO:0070453",1,0.316782164750474,0,5,"regulation of heme biosynthetic process","BP"
"GO:0070455",1,0.412784422677356,0,3,"positive regulation of heme biosynthetic process","BP"
"GO:0070458",1,0.257226503862408,0,5,"cellular detoxification of nitrogen compound","BP"
"GO:0070460",1,0.564555202612279,0,2,"thyroid-stimulating hormone secretion","BP"
"GO:0070482",1,0.283943609239159,0,4,"response to oxygen levels","BP"
"GO:0070525",1,0.489054443737166,0,3,"tRNA threonylcarbamoyladenosine metabolic process","BP"
"GO:0070543",1,0.411808136399509,0,3,"response to linoleic acid","BP"
"GO:0070602",1,0.407745857505934,0,3,"regulation of centromeric sister chromatid cohesion","BP"
"GO:0070640",1,0.534769727617954,0,2,"vitamin D3 metabolic process","BP"
"GO:0070649",1,0.53743476856952,0,2,"formin-nucleated actin cable assembly","BP"
"GO:0070662",1,0.316482412904378,0,4,"mast cell proliferation","BP"
"GO:0070669",1,0.423313285154369,0,3,"response to interleukin-2","BP"
"GO:0070670",1,0.423313285154369,0,3,"response to interleukin-4","BP"
"GO:0070672",1,0.554303082935061,0,2,"response to interleukin-15","BP"
"GO:0070676",1,0.612138857056011,0,2,"intralumenal vesicle formation","BP"
"GO:0070682",1,0.42777346669803,0,3,"proteasome regulatory particle assembly","BP"
"GO:0070857",1,0.235397689586588,0,5,"regulation of bile acid biosynthetic process","BP"
"GO:0070873",1,0.345050465536122,0,4,"regulation of glycogen metabolic process","BP"
"GO:0070900",1,0.38132176084277,0,3,"mitochondrial tRNA modification","BP"
"GO:0070901",1,0.487660755280386,0,3,"mitochondrial tRNA methylation","BP"
"GO:0070902",1,0.564311749515809,0,2,"mitochondrial tRNA pseudouridine synthesis","BP"
"GO:0070920",1,0.561334698257393,0,2,"regulation of regulatory ncRNA processing","BP"
"GO:0070944",1,0.483026832205611,0,3,"neutrophil-mediated killing of bacterium","BP"
"GO:0070946",1,0.626924548303472,0,2,"neutrophil-mediated killing of gram-positive bacterium","BP"
"GO:0070988",1,0.594187996799431,0,2,"demethylation","BP"
"GO:0070994",1,0.58642697867783,0,2,"detection of oxidative stress","BP"
"GO:0071051",1,0.13189773641952,0,8,"poly(A)-dependent snoRNA 3'-end processing","BP"
"GO:0071104",1,0.563424860532143,0,2,"response to interleukin-9","BP"
"GO:0071107",1,0.330239242166201,0,4,"response to parathyroid hormone","BP"
"GO:0071109",1,0.53990704506135,0,2,"superior temporal gyrus development","BP"
"GO:0071163",1,0.594630557334799,0,2,"DNA replication preinitiation complex assembly","BP"
"GO:0071211",1,0.440013137636317,0,3,"protein targeting to vacuole involved in autophagy","BP"
"GO:0071228",1,0.312997602176546,0,4,"cellular response to tumor cell","BP"
"GO:0071231",1,0.576345967522286,0,2,"cellular response to folic acid","BP"
"GO:0071242",1,0.21933980047165,0,5,"cellular response to ammonium ion","BP"
"GO:0071279",1,0.348120548420884,0,4,"cellular response to cobalt ion","BP"
"GO:0071286",1,0.126323635203906,0,7,"cellular response to magnesium ion","BP"
"GO:0071288",1,0.566245466701256,0,2,"cellular response to mercury ion","BP"
"GO:0071307",1,0.547941098488731,0,2,"cellular response to vitamin K","BP"
"GO:0071312",1,0.298245222335078,0,4,"cellular response to alkaloid","BP"
"GO:0071321",1,0.130851298497897,0,7,"cellular response to cGMP","BP"
"GO:0071344",1,0.392913734611449,0,3,"diphosphate metabolic process","BP"
"GO:0071349",1,0.545845103119898,0,2,"cellular response to interleukin-12","BP"
"GO:0071387",1,0.568789263716977,0,2,"cellular response to cortisol stimulus","BP"
"GO:0071393",1,0.162994000679558,0,6,"cellular response to progesterone stimulus","BP"
"GO:0071400",1,0.553716661590052,0,2,"cellular response to oleic acid","BP"
"GO:0071415",1,0.568309498334575,0,2,"cellular response to purine-containing compound","BP"
"GO:0071418",1,0.411047090593847,0,3,"cellular response to amine stimulus","BP"
"GO:0071422",1,0.295290963096376,0,4,"succinate transmembrane transport","BP"
"GO:0071423",1,0.605039552267947,0,2,"malate transmembrane transport","BP"
"GO:0071451",1,0.631731349562977,0,2,"cellular response to superoxide","BP"
"GO:0071460",1,0.558919130144673,0,2,"cellular response to cell-matrix adhesion","BP"
"GO:0071469",1,0.553394158615425,0,2,"cellular response to alkaline pH","BP"
"GO:0071472",1,0.400512007508022,0,3,"cellular response to salt stress","BP"
"GO:0071474",1,0.0395231647541281,0,11,"cellular hyperosmotic response","BP"
"GO:0071486",1,0.510338960042029,0,2,"cellular response to high light intensity","BP"
"GO:0071502",1,0.382546886206034,0,3,"cellular response to temperature stimulus","BP"
"GO:0071543",1,0.348477514128092,0,4,"diphosphoinositol polyphosphate metabolic process","BP"
"GO:0071550",1,0.602691177805954,0,2,"death-inducing signaling complex assembly","BP"
"GO:0071586",1,0.490078873543239,0,3,"CAAX-box protein processing","BP"
"GO:0071604",1,0.544112112292014,0,2,"transforming growth factor beta production","BP"
"GO:0071626",1,0.477074338718105,0,3,"mastication","BP"
"GO:0071635",1,0.369514804305047,0,3,"negative regulation of transforming growth factor beta production","BP"
"GO:0071641",1,0.4307181078075,0,3,"negative regulation of macrophage inflammatory protein 1 alpha production","BP"
"GO:0071642",1,0.552263735078919,0,2,"positive regulation of macrophage inflammatory protein 1 alpha production","BP"
"GO:0071657",1,0.325300475857406,0,4,"positive regulation of granulocyte colony-stimulating factor production","BP"
"GO:0071663",1,0.609691072984522,0,2,"positive regulation of granzyme B production","BP"
"GO:0071670",1,0.548403365565643,0,2,"smooth muscle cell chemotaxis","BP"
"GO:0071673",1,0.301104190273464,0,4,"positive regulation of smooth muscle cell chemotaxis","BP"
"GO:0071691",1,0.342187281866741,0,3,"cardiac muscle thin filament assembly","BP"
"GO:0071707",1,0.588381922613022,0,2,"immunoglobulin heavy chain V-D-J recombination","BP"
"GO:0071801",1,0.552396135728604,0,2,"regulation of podosome assembly","BP"
"GO:0071812",1,0.552215927677558,0,2,"positive regulation of fever generation by positive regulation of prostaglandin secretion","BP"
"GO:0071838",1,0.535478492234316,0,2,"cell proliferation in bone marrow","BP"
"GO:0071846",1,0.614588384252749,0,2,"actin filament debranching","BP"
"GO:0071870",1,0.132001383730693,0,7,"cellular response to catecholamine stimulus","BP"
"GO:0071871",1,0.429794477571661,0,3,"response to epinephrine","BP"
"GO:0071874",1,0.569380949407589,0,2,"cellular response to norepinephrine stimulus","BP"
"GO:0071882",1,0.562375526422998,0,2,"phospholipase C-activating adrenergic receptor signaling pathway","BP"
"GO:0071910",1,0.173949342701432,0,6,"determination of liver left/right asymmetry","BP"
"GO:0071932",1,0.315703645747669,0,4,"replication fork reversal","BP"
"GO:0071962",1,0.403486935812565,0,3,"mitotic sister chromatid cohesion, centromeric","BP"
"GO:0071963",1,0.299752358104736,0,4,"establishment or maintenance of cell polarity regulating cell shape","BP"
"GO:0072017",1,0.55453112717792,0,2,"distal tubule development","BP"
"GO:0072033",1,0.549066020142436,0,2,"renal vesicle formation","BP"
"GO:0072044",1,0.42362494466773,0,3,"collecting duct development","BP"
"GO:0072046",1,0.540135732977782,0,2,"establishment of planar polarity involved in nephron morphogenesis","BP"
"GO:0072051",1,0.460933951520092,0,3,"juxtaglomerular apparatus development","BP"
"GO:0072053",1,0.549238536252365,0,2,"renal inner medulla development","BP"
"GO:0072054",1,0.549238536252365,0,2,"renal outer medulla development","BP"
"GO:0072061",1,0.584748915617823,0,2,"inner medullary collecting duct development","BP"
"GO:0072079",1,0.591938138786946,0,2,"nephron tubule formation","BP"
"GO:0072095",1,0.434653818268429,0,3,"regulation of branch elongation involved in ureteric bud branching","BP"
"GO:0072108",1,0.293370019017984,0,4,"positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis","BP"
"GO:0072133",1,0.550882621626491,0,2,"metanephric mesenchyme morphogenesis","BP"
"GO:0072134",1,0.550882621626491,0,2,"nephrogenic mesenchyme morphogenesis","BP"
"GO:0072139",1,0.577101608432685,0,2,"glomerular parietal epithelial cell differentiation","BP"
"GO:0072144",1,0.350199931499705,0,4,"glomerular mesangial cell development","BP"
"GO:0072148",1,0.438632744478621,0,3,"epithelial cell fate commitment","BP"
"GO:0072174",1,0.571539667623787,0,2,"metanephric tubule formation","BP"
"GO:0072181",1,0.562519369761084,0,2,"mesonephric duct formation","BP"
"GO:0072189",1,0.179166471120646,0,6,"ureter development","BP"
"GO:0072193",1,0.598631616506179,0,2,"ureter smooth muscle cell differentiation","BP"
"GO:0072203",1,0.520630398076672,0,2,"cell proliferation involved in metanephros development","BP"
"GO:0072207",1,0.295246731937458,0,4,"metanephric epithelium development","BP"
"GO:0072221",1,0.303219404311193,0,4,"metanephric distal convoluted tubule development","BP"
"GO:0072233",1,0.612129749698462,0,2,"metanephric thick ascending limb development","BP"
"GO:0072236",1,0.611694502149573,0,2,"metanephric loop of Henle development","BP"
"GO:0072284",1,0.398310805782098,0,3,"metanephric S-shaped body morphogenesis","BP"
"GO:0072300",1,0.538467713391956,0,2,"positive regulation of metanephric glomerulus development","BP"
"GO:0072305",1,0.534980493161407,0,2,"negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis","BP"
"GO:0072318",1,0.29237459746269,0,4,"clathrin coat disassembly","BP"
"GO:0072350",1,0.337102031710259,0,4,"tricarboxylic acid metabolic process","BP"
"GO:0072377",1,0.57276765504575,0,2,"blood coagulation, common pathway","BP"
"GO:0072385",1,0.316198071287145,0,4,"minus-end-directed organelle transport along microtubule","BP"
"GO:0072393",1,0.553825458043708,0,2,"microtubule anchoring at microtubule organizing center","BP"
"GO:0072423",1,0.566654236222601,0,2,"response to DNA damage checkpoint signaling","BP"
"GO:0072489",1,0.617800520421464,0,2,"methylammonium transmembrane transport","BP"
"GO:0072513",1,0.421987838659792,0,3,"positive regulation of secondary heart field cardioblast proliferation","BP"
"GO:0072520",1,0.00956796564437575,0,16,"seminiferous tubule development","BP"
"GO:0072537",1,0.216154572596769,0,5,"fibroblast activation","BP"
"GO:0072538",1,0.293200087852441,0,4,"T-helper 17 type immune response","BP"
"GO:0072554",1,0.557676447369801,0,2,"blood vessel lumenization","BP"
"GO:0072594",1,0.101816184028875,0,8,"establishment of protein localization to organelle","BP"
"GO:0072660",1,0.487233521633128,0,2,"maintenance of protein location in plasma membrane","BP"
"GO:0072674",1,0.47360715952718,0,3,"multinuclear osteoclast differentiation","BP"
"GO:0072683",1,0.424685770129559,0,3,"T cell extravasation","BP"
"GO:0072708",1,0.568274377195382,0,2,"response to sorbitol","BP"
"GO:0072711",1,0.0411827153870057,0,11,"cellular response to hydroxyurea","BP"
"GO:0072719",1,0.329314331803905,0,4,"cellular response to cisplatin","BP"
"GO:0072732",1,0.337450982387076,0,4,"cellular response to calcium ion starvation","BP"
"GO:0072740",1,0.519131520481692,0,2,"cellular response to anisomycin","BP"
"GO:0072757",1,0.291441710993277,0,4,"cellular response to camptothecin","BP"
"GO:0075509",1,0.39687925125232,0,3,"endocytosis involved in viral entry into host cell","BP"
"GO:0075732",1,0.556933844623315,0,2,"viral penetration into host nucleus","BP"
"GO:0075733",1,0.383987104257244,0,3,"intracellular transport of virus","BP"
"GO:0086001",1,0.480208247052455,0,2,"cardiac muscle cell action potential","BP"
"GO:0086011",1,0.0922399516265358,0,9,"membrane repolarization during action potential","BP"
"GO:0086013",1,0.0720167819605212,0,9,"membrane repolarization during cardiac muscle cell action potential","BP"
"GO:0086015",1,0.163697135162829,0,5,"SA node cell action potential","BP"
"GO:0086029",1,0.549826928875738,0,2,"Purkinje myocyte to ventricular cardiac muscle cell signaling","BP"
"GO:0086054",1,0.55760010939477,0,2,"bundle of His cell to Purkinje myocyte communication by electrical coupling","BP"
"GO:0086067",1,0.483242873586489,0,2,"AV node cell to bundle of His cell communication","BP"
"GO:0086097",1,0.451152620337315,0,3,"phospholipase C-activating angiotensin-activated signaling pathway","BP"
"GO:0090042",1,0.390271639987866,0,3,"tubulin deacetylation","BP"
"GO:0090044",1,0.539686533804709,0,2,"positive regulation of tubulin deacetylation","BP"
"GO:0090045",1,0.576499800727903,0,2,"positive regulation of deacetylase activity","BP"
"GO:0090076",1,0.33603583544044,0,4,"relaxation of skeletal muscle","BP"
"GO:0090083",1,0.531929141090922,0,2,"regulation of inclusion body assembly","BP"
"GO:0090107",1,0.608900542631642,0,2,"regulation of high-density lipoprotein particle assembly","BP"
"GO:0090114",1,0.398528898278345,0,3,"COPII-coated vesicle budding","BP"
"GO:0090118",1,0.535988074817046,0,2,"receptor-mediated endocytosis involved in cholesterol transport","BP"
"GO:0090131",1,0.278436082686038,0,5,"mesenchyme migration","BP"
"GO:0090134",1,0.591660942263259,0,2,"cell migration involved in mesendoderm migration","BP"
"GO:0090158",1,0.140198193598849,0,7,"endoplasmic reticulum membrane organization","BP"
"GO:0090169",1,0.545475607919444,0,2,"regulation of spindle assembly","BP"
"GO:0090188",1,0.217177417642131,0,5,"negative regulation of pancreatic juice secretion","BP"
"GO:0090193",1,0.584306594224142,0,2,"positive regulation of glomerulus development","BP"
"GO:0090207",1,0.135838553589172,0,7,"regulation of triglyceride metabolic process","BP"
"GO:0090212",1,0.570071736822131,0,2,"negative regulation of establishment of blood-brain barrier","BP"
"GO:0090234",1,0.409624262451262,0,3,"regulation of kinetochore assembly","BP"
"GO:0090238",1,0.381674221268124,0,4,"positive regulation of arachidonate secretion","BP"
"GO:0090244",1,0.489735628357094,0,3,"Wnt signaling pathway involved in somitogenesis","BP"
"GO:0090245",1,0.549915462757006,0,2,"axis elongation involved in somitogenesis","BP"
"GO:0090251",1,0.543416648970256,0,2,"protein localization involved in establishment of planar polarity","BP"
"GO:0090266",1,0.131111078563168,0,7,"regulation of mitotic cell cycle spindle assembly checkpoint","BP"
"GO:0090272",1,0.43647796997465,0,3,"negative regulation of fibroblast growth factor production","BP"
"GO:0090277",1,0.115806327009807,0,8,"positive regulation of peptide hormone secretion","BP"
"GO:0090288",1,0.53537443601503,0,2,"negative regulation of cellular response to growth factor stimulus","BP"
"GO:0090290",1,0.439099390311473,0,4,"positive regulation of osteoclast proliferation","BP"
"GO:0090291",1,0.543784068404486,0,2,"negative regulation of osteoclast proliferation","BP"
"GO:0090310",1,0.552480730252087,0,2,"negative regulation of DNA methylation-dependent heterochromatin formation","BP"
"GO:0090322",1,0.599161540696969,0,2,"regulation of superoxide metabolic process","BP"
"GO:0090324",1,0.233692943519736,0,5,"negative regulation of oxidative phosphorylation","BP"
"GO:0090325",1,0.584003783522341,0,2,"regulation of locomotion involved in locomotory behavior","BP"
"GO:0090326",1,0.528170360999361,0,2,"positive regulation of locomotion involved in locomotory behavior","BP"
"GO:0090335",1,0.312132702440444,0,4,"regulation of brown fat cell differentiation","BP"
"GO:0090383",1,0.156879523948823,0,7,"phagosome acidification","BP"
"GO:0090481",1,0.435788625766662,0,3,"pyrimidine nucleotide-sugar transmembrane transport","BP"
"GO:0090497",1,0.563779746493213,0,2,"mesenchymal cell migration","BP"
"GO:0090646",1,0.472293911214364,0,3,"mitochondrial tRNA processing","BP"
"GO:0090648",1,0.529803277146506,0,2,"response to environmental enrichment","BP"
"GO:0090649",1,0.203557299058487,0,6,"response to oxygen-glucose deprivation","BP"
"GO:0090666",1,0.239502798590179,0,5,"scaRNA localization to Cajal body","BP"
"GO:0090669",1,0.320208225515396,0,4,"telomerase RNA stabilization","BP"
"GO:0095500",1,0.00607991762861437,0,18,"acetylcholine receptor signaling pathway","BP"
"GO:0097010",1,0.556821400605172,0,2,"eukaryotic translation initiation factor 4F complex assembly","BP"
"GO:0097017",1,0.566848214028132,0,2,"renal protein absorption","BP"
"GO:0097018",1,0.223969051018984,0,5,"renal albumin absorption","BP"
"GO:0097051",1,0.406466003585846,0,3,"establishment of protein localization to endoplasmic reticulum membrane","BP"
"GO:0097055",1,0.564459610769907,0,2,"agmatine biosynthetic process","BP"
"GO:0097065",1,0.310513620909081,0,4,"anterior head development","BP"
"GO:0097068",1,0.42113582954975,0,3,"response to thyroxine","BP"
"GO:0097069",1,0.555938837425925,0,2,"cellular response to thyroxine stimulus","BP"
"GO:0097106",1,0.549071380274678,0,2,"postsynaptic density organization","BP"
"GO:0097112",1,0.310847885459274,0,4,"gamma-aminobutyric acid receptor clustering","BP"
"GO:0097154",1,0.566733974862974,0,2,"GABAergic neuron differentiation","BP"
"GO:0097156",1,0.545965345261069,0,2,"fasciculation of motor neuron axon","BP"
"GO:0097167",1,0.552107280963783,0,2,"circadian regulation of translation","BP"
"GO:0097176",1,0.560121586738413,0,2,"epoxide metabolic process","BP"
"GO:0097195",1,0.403047808561809,0,3,"pilomotor reflex","BP"
"GO:0097252",1,0.55593113699626,0,2,"oligodendrocyte apoptotic process","BP"
"GO:0097254",1,0.421325036578598,0,3,"renal tubular secretion","BP"
"GO:0097267",1,0.0767050109149642,0,9,"omega-hydroxylase P450 pathway","BP"
"GO:0097272",1,0.305053466265779,0,4,"ammonium homeostasis","BP"
"GO:0097278",1,0.557794533289389,0,2,"complement-dependent cytotoxicity","BP"
"GO:0097294",1,0.142714929732877,0,7,"'de novo' XMP biosynthetic process","BP"
"GO:0097305",1,0.135404752722168,0,7,"response to alcohol","BP"
"GO:0097324",1,0.391111608901745,0,3,"melanocyte migration","BP"
"GO:0097355",1,0.524861447419226,0,2,"protein localization to heterochromatin","BP"
"GO:0097403",1,0.579162664069329,0,2,"cellular response to raffinose","BP"
"GO:0097473",1,0.544536237776223,0,2,"retinal rod cell apoptotic process","BP"
"GO:0097474",1,0.575879453048032,0,2,"retinal cone cell apoptotic process","BP"
"GO:0097477",1,0.533092217822701,0,2,"lateral motor column neuron migration","BP"
"GO:0097498",1,0.554993741780093,0,2,"endothelial tube lumen extension","BP"
"GO:0097528",1,0.567352544047748,0,2,"execution phase of necroptosis","BP"
"GO:0097531",1,0.402959992317303,0,3,"mast cell migration","BP"
"GO:0097536",1,0.565150989521558,0,2,"thymus epithelium morphogenesis","BP"
"GO:0097601",1,0.600169504689666,0,2,"retina blood vessel maintenance","BP"
"GO:0097646",1,0.553958588141006,0,2,"calcitonin family receptor signaling pathway","BP"
"GO:0097647",1,0.401887888790023,0,4,"amylin receptor signaling pathway","BP"
"GO:0097709",1,0.564462164465605,0,2,"connective tissue replacement","BP"
"GO:0097711",1,0.512097754771559,0,2,"ciliary basal body-plasma membrane docking","BP"
"GO:0097719",1,0.451675332063803,0,3,"neural tissue regeneration","BP"
"GO:0097745",1,0.476074275565055,0,3,"mitochondrial tRNA 5'-end processing","BP"
"GO:0097749",1,0.383193443109462,0,3,"membrane tubulation","BP"
"GO:0097752",1,0.329995042305984,0,4,"regulation of DNA stability","BP"
"GO:0098535",1,0.223769447653797,0,5,"de novo centriole assembly involved in multi-ciliated epithelial cell differentiation","BP"
"GO:0098583",1,0.636947363736855,0,2,"learned vocalization behavior","BP"
"GO:0098664",1,0.19282141521127,0,6,"G protein-coupled serotonin receptor signaling pathway","BP"
"GO:0098698",1,0.439649181328045,0,3,"postsynaptic specialization assembly","BP"
"GO:0098708",1,0.252623002809022,0,5,"D-glucose import across plasma membrane","BP"
"GO:0098743",1,0.636265586953195,0,2,"cell aggregation","BP"
"GO:0098749",1,0.428941267614427,0,3,"cerebellar neuron development","BP"
"GO:0098814",1,0.55561363536962,0,2,"spontaneous synaptic transmission","BP"
"GO:0098815",1,0.139685907177856,0,6,"modulation of excitatory postsynaptic potential","BP"
"GO:0098868",1,0.307818712582296,0,4,"bone growth","BP"
"GO:0098876",1,0.556719301748908,0,2,"vesicle-mediated transport to the plasma membrane","BP"
"GO:0098900",1,0.416101783074312,0,3,"regulation of action potential","BP"
"GO:0098902",1,0.513375851716643,0,2,"regulation of membrane depolarization during action potential","BP"
"GO:0098904",1,0.397528717374771,0,3,"regulation of AV node cell action potential","BP"
"GO:0098905",1,0.574421760107795,0,2,"regulation of bundle of His cell action potential","BP"
